4,1688,423.153,0.230000 ms
19,21448,388.384,5.989000 ms
34,41720,192.81,17.910000 ms
49,62544,206.825,23.004000 ms
64,83736,299.021,6.044000 ms
79,104144,199.812,20.327000 ms
94,127888,365.925,120.602000 ms
109,144736,456.725,78.868000 ms
124,167768,330.804,138.098000 ms
139,191552,585.323,334.900000 ms
154,221800,707.275,426.940000 ms
169,233720,754.573,356.841000 ms
184,256936,879.344,580.370000 ms
199,279736,814.289,413.456000 ms
214,293064,1096.09,839.154000 ms
229,315432,614.721,706.351000 ms
244,337056,491.16,497.928000 ms
259,355224,1137.38,1309.878000 ms
274,389064,852.577,896.210000 ms
289,401296,296.736,189.421000 ms
310,424760,704.077,703.666000 ms
350,487352,1370.07,2049.832000 ms
390,550528,372.579,455.458000 ms
430,604048,1212.97,1902.071000 ms
470,659024,308.179,109.731000 ms
