4,1024,40174.7,0.235000 ms
19,58168,66384.1,2.153000 ms
34,106360,95845.1,62.905000 ms
49,170688,84437.3,97.549000 ms
64,221200,59194.2,217.492000 ms
79,279184,17390.5,31.671000 ms
94,347760,42781,187.642000 ms
109,345888,68777.8,388.634000 ms
124,444032,53988.5,816.894000 ms
139,435184,33487.3,98.844000 ms
154,501672,64629.4,1201.014000 ms
169,584768,40701.6,756.127000 ms
184,611384,16768.2,106.260000 ms
199,707040,48054.9,2389.361000 ms
214,805440,46360.8,1384.086000 ms
229,820776,100863,3089.238000 ms
244,957688,14432.5,744.804000 ms
259,975688,43072.3,1907.498000 ms
274,965288,42996.4,5229.051000 ms
289,1015408,34425.6,3087.131000 ms
310,1129424,29136.9,2675.715000 ms
350,1276560,37082,3021.178000 ms
390,1467808,38638.5,6699.548000 ms
430,1453488,43324.2,11068.534000 ms
470,1647032,36446.9,7381.621000 ms
510,1885064,26551.4,4109.757000 ms
550,2091176,37041.2,14756.522000 ms
590,2240000,43748.9,12660.087000 ms
